fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2.3840974913557655,-0.6329390282020296,1.7674307261197277,0.06539509536784743,2.5448619860075827,-0.2622185370915105,-1.4953249960282464,0.6587355540448669,1.3253860508281543,0.32952680710602333,0.17241379310344818,6
-0.7370056175589007,1.0529081472055037,-1.7689816086227974,0.043596730245231606,2.7817304867066412,-1.4286707910303864,-2.2819617844091553,0.5703602991162455,0.9760050574655362,0.6080161459686919,0.15517241379310343,5
0.8235459368984319,1.2512431090181542,-0.8848785249371662,0.06539509536784743,2.7817304867066412,-1.882291112006616,-2.5370872292894497,0.6179469748470439,0.5567478654303963,0.8865054848313595,0.18965517241379293,5
-0.016751053963207994,3.1850089866915012,-2.2110331504656133,0.5504087193460491,2.2290373184088383,0.4506133958711358,-1.0063345600076816,0.8286879673691345,1.7446432428632943,0.2366970274851338,0.17241379310344818,6
1.4237580732281754,0.9537406662991781,-0.44282698309435015,0.08174386920980928,1.676344150111036,-1.2990649850371778,-2.1331386082289834,0.6587355540448669,0.2073668720677813,2.186122399523812,0.22413793103448265,7
-0.6169631902929514,1.1520756281118292,-0.9953914103978699,0.054495912806539516,1.676344150111036,-1.8174882090100115,-2.5158267755494252,0.5907545887151571,0.9760050574655362,0.6080161459686919,0.13793103448275845,5
-1.5773026084205417,0.25956829995489966,0.5517889860519848,0.043596730245231606,2.307993485308524,-1.3638678880337822,-0.7299486613873623,0.5635622025832703,0.8362526601204896,0.79367570521047,0.13793103448275845,5
2.023970209557919,0.9537406662991781,0.44127610059128075,0.13079019073569484,2.8606866536063276,-0.1974156340949063,-0.24095822536679737,0.6723317471108032,-0.002261723949787109,0.6080161459686919,0.17241379310344818,5
1.0636307914303296,3.036257765332013,-1.5479558377013898,0.09264305177111717,2.4659058191078964,-1.039853373050761,-1.6228877184683939,0.7063222297756653,1.6048908455182476,0.8865054848313595,0.2758620689655171,5
0.4634186551005861,1.0529081472055037,-0.11128832671223872,0.09809264305177112,2.307993485308524,-1.5582765970235948,-1.7929713483885903,0.6179469748470439,1.465138448173201,0.4223565867269129,0.17241379310344818,6
2.2640550640898174,1.1520756281118292,0.8833276424340969,0.08719346049046323,2.702774319806955,-0.9102475670575526,-1.6654086259484429,0.7403127124405131,1.6747670441907694,1.3506543829358073,0.13793103448275845,5
0.7035035096324836,2.342085398987735,-2.321546035926317,0.04904632152588557,2.702774319806955,-1.4286707910303864,-1.9417945245687622,0.6587355540448669,1.5350146468457226,0.79367570521047,0.2068965517241379,5
-0.857048044824849,1.6479130326434566,-1.3269300667799817,0.054495912806539516,1.9132126508100946,-1.94709401500322,-2.4520454143293517,0.5907545887151571,1.465138448173201,0.6080161459686919,0.13793103448275845,5
-0.7370056175589007,0.16040081904857412,1.7674307261197277,0.06539509536784743,1.9132126508100946,-0.9750504700541568,-1.474064542288222,0.5975526852481323,1.6747670441907694,2.65027129762826,0.3275862068965518,6
